claim_id,customer_id,claim_date,vehicle_type,damage_category,fault_type,description,estimated_cost_eur,actual_cost_eur,repair_duration_days,status
CLM-001210,CUST-002,2024-11-29,PKW,Elektronik,Teilschuld,Batterie entlädt sich über Nacht,737.71,685.56,2.0,abgeschlossen
CLM-001211,CUST-025,2023-11-19,Transporter,Glas,Teilschuld,Riss in der Frontscheibe breitet sich aus,322.76,359.12,1.0,abgeschlossen
CLM-001212,CUST-019,2025-01-27,PKW,Elektronik,Fremdverschulden,Infotainment-System reagiert nicht,611.31,613.92,1.0,abgeschlossen
CLM-001213,CUST-018,2024-09-30,LKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,978.96,931.93,4.0,abgeschlossen
CLM-001214,CUST-023,2024-10-26,PKW,Elektronik,Teilschuld,Infotainment-System reagiert nicht,3904.28,4115.49,2.0,abgeschlossen
CLM-001215,CUST-018,2023-06-23,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",1796.6,1788.19,5.0,abgeschlossen
CLM-001216,CUST-012,2023-04-18,PKW,Interieur,Fremdverschulden,Sitzheizung defekt,1035.96,1109.4,1.0,storniert
CLM-001217,CUST-002,2023-11-15,PKW,Glas,Fremdverschulden,Riss in der Frontscheibe breitet sich aus,437.56,476.45,1.0,abgeschlossen
CLM-001218,CUST-002,2023-11-19,PKW,Karosserie,Eigenverschulden,Hagelschaden auf Motorhaube und Dach,715.66,648.04,4.0,abgeschlossen
CLM-001219,CUST-026,2023-04-12,PKW,Karosserie,Naturereignis,Delle an der Fahrertür nach Parkplatzrempler,2167.35,2373.25,3.0,abgeschlossen
CLM-001220,CUST-012,2023-06-17,PKW,Fahrwerk,Eigenverschulden,Schleifgeräusche beim Lenken,2090.18,1649.5,2.0,abgeschlossen
CLM-001221,CUST-020,2024-07-11,Transporter,Karosserie,Naturereignis,Kratzer an der hinteren Stoßstange,1690.71,1741.1,5.0,abgeschlossen
CLM-001222,CUST-012,2025-06-26,PKW,Motor,Naturereignis,Ungewöhnliche Geräusche aus dem Motorraum,5062.52,4622.75,5.0,abgeschlossen
CLM-001223,CUST-002,2025-05-18,PKW,Elektronik,Eigenverschulden,Klimaanlage funktioniert nicht mehr,1349.81,1490.76,2.0,storniert
CLM-001224,CUST-002,2025-09-21,LKW,Karosserie,Fremdverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2135.71,2107.49,6.0,abgeschlossen
CLM-001225,CUST-013,2025-06-24,PKW,Elektronik,Eigenverschulden,Batterie entlädt sich über Nacht,5000.0,3932.24,6.0,abgeschlossen
CLM-001226,CUST-010,2025-04-28,LKW,Karosserie,Fremdverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,1096.06,1224.89,6.0,abgeschlossen
CLM-001227,CUST-003,2024-07-13,Transporter,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,1970.57,1876.5,3.0,storniert
CLM-001228,CUST-012,2024-03-17,PKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,586.44,563.59,3.0,abgeschlossen
CLM-001229,CUST-002,2025-11-15,Transporter,Karosserie,Eigenverschulden,Delle an der Fahrertür nach Parkplatzrempler,6152.83,6893.13,3.0,abgeschlossen
CLM-001230,CUST-012,2023-08-22,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,3180.53,2504.88,2.0,abgeschlossen
CLM-001231,CUST-004,2024-12-07,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,487.4,279.83,1.0,abgeschlossen
CLM-001232,CUST-020,2025-05-30,PKW,Karosserie,Teilschuld,Lackschaden durch Vandalismus am vorderen Kotflügel,1845.87,2110.76,7.0,abgeschlossen
CLM-001233,CUST-008,2023-08-16,PKW,Karosserie,Fremdverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,3582.7,3463.66,2.0,storniert
CLM-001234,CUST-011,2024-08-03,Motorrad,Fahrwerk,Naturereignis,Federbein gebrochen,2043.75,1832.56,3.0,abgeschlossen
CLM-001235,CUST-001,2025-09-23,LKW,Motor,Fremdverschulden,Zahnriemen gerissen bei Autobahnfahrt,5834.43,6504.7,5.0,abgeschlossen
CLM-001236,CUST-002,2025-12-15,Motorrad,Fahrwerk,Eigenverschulden,Achsvermessung nötig nach Bordsteinberührung,921.27,962.68,4.0,abgeschlossen
CLM-001237,CUST-009,2024-09-23,PKW,Karosserie,Teilschuld,,4409.94,4135.35,3.0,abgeschlossen
CLM-001238,CUST-012,2023-04-04,PKW,Elektronik,Vandalismus,Klimaanlage funktioniert nicht mehr,2436.92,3465.78,1.0,abgeschlossen
CLM-001239,CUST-012,2024-03-27,PKW,Karosserie,Eigenverschulden,,2626.03,2780.96,4.0,abgeschlossen
CLM-001240,CUST-006,2025-03-20,PKW,Motor,Eigenverschulden,Ungewöhnliche Geräusche aus dem Motorraum,3641.4,3740.4,3.0,abgeschlossen
CLM-001241,CUST-013,2023-04-23,Transporter,Karosserie,Vandalismus,Hagelschaden auf Motorhaube und Dach,3482.6,3584.38,2.0,abgeschlossen
CLM-001242,CUST-024,2023-01-16,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,1661.62,1713.05,1.0,abgeschlossen
CLM-001243,CUST-019,2024-02-23,PKW,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,5747.36,6134.13,2.0,abgeschlossen
CLM-001244,CUST-002,2024-09-09,PKW,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,2777.02,2678.29,3.0,abgeschlossen
CLM-001245,CUST-012,2024-03-08,PKW,Glas,Fremdverschulden,Seitenscheibe hinten rechts gesprungen,1260.93,1313.75,1.0,abgeschlossen
CLM-001246,CUST-002,2023-10-09,Motorrad,Interieur,Teilschuld,Mittelkonsole gebrochen,638.18,668.67,1.0,abgeschlossen
CLM-001247,CUST-003,2024-06-07,PKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",1685.05,1525.08,3.0,abgeschlossen
CLM-001248,CUST-029,2024-08-15,Motorrad,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,3041.37,3176.97,2.0,abgeschlossen
CLM-001249,CUST-002,2024-11-02,PKW,Elektronik,Eigenverschulden,Batterie entlädt sich über Nacht,947.21,1096.96,6.0,abgeschlossen
CLM-001250,CUST-012,2023-09-03,Motorrad,Fahrwerk,Eigenverschulden,Achsvermessung nötig nach Bordsteinberührung,2750.93,2460.13,7.0,abgeschlossen
CLM-001251,CUST-012,2023-01-16,PKW,Karosserie,Naturereignis,Kratzer an der hinteren Stoßstange,1282.55,1254.67,1.0,abgeschlossen
CLM-001252,CUST-013,2025-10-15,PKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,2213.71,2251.28,4.0,abgeschlossen
CLM-001253,CUST-012,2025-05-31,PKW,Glas,Teilschuld,Heckscheibe durch Vandalismus eingeschlagen,722.77,505.13,2.0,abgeschlossen
CLM-001254,CUST-001,2023-12-26,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2278.39,2173.94,2.0,storniert
CLM-001255,CUST-008,2023-09-22,PKW,Interieur,Fremdverschulden,Lenkrad Lederbezug beschädigt,1409.38,1261.78,1.0,abgeschlossen
CLM-001256,CUST-012,2025-02-17,LKW,Elektronik,Vandalismus,Scheinwerfer fallen sporadisch aus,,2834.33,2.0,abgeschlossen
CLM-001257,CUST-002,2025-12-26,PKW,Interieur,Eigenverschulden,Armaturenbrett hat Riss durch Sonneneinstrahlung,1977.63,1911.09,1.0,storniert
CLM-001258,CUST-008,2024-04-16,Transporter,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,4252.2,4303.1,3.0,abgeschlossen
CLM-001259,CUST-002,2025-10-21,PKW,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,4891.12,4606.92,5.0,abgeschlossen
CLM-001260,CUST-002,2026-02-18,PKW,Motor,Fremdverschulden,"Turbolader defekt, Leistungsverlust",3040.7,3688.6,4.0,wartend_auf_teile
CLM-001261,CUST-009,2024-12-26,PKW,Fahrwerk,Fremdverschulden,Achsvermessung nötig nach Bordsteinberührung,1952.67,2017.56,1.0,abgeschlossen
CLM-001262,CUST-002,2023-05-28,Transporter,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",5129.56,4335.54,4.0,storniert
CLM-001263,CUST-012,2025-03-24,Transporter,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,3726.2,3396.49,4.0,abgeschlossen
CLM-001264,CUST-013,2023-03-28,PKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,2589.74,2617.82,1.0,abgeschlossen
CLM-001265,CUST-020,2025-06-12,PKW,Fahrwerk,Fremdverschulden,Schleifgeräusche beim Lenken,976.12,862.08,5.0,abgeschlossen
CLM-001266,CUST-003,2023-02-08,PKW,Fahrwerk,Eigenverschulden,Achsvermessung nötig nach Bordsteinberührung,,4601.03,1.0,abgeschlossen
CLM-001267,CUST-002,2025-07-30,Transporter,Karosserie,Naturereignis,Seitliche Beschädigung nach Auffahrunfall,2681.36,2779.15,2.0,storniert
CLM-001268,CUST-002,2023-06-09,PKW,Fahrwerk,Fremdverschulden,Achsvermessung nötig nach Bordsteinberührung,1783.92,2146.93,3.0,abgeschlossen
CLM-001269,CUST-013,2024-10-03,Transporter,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2502.94,2589.98,2.0,storniert
CLM-001270,CUST-013,2025-05-29,PKW,Glas,Naturereignis,Steinschlag in der Windschutzscheibe,1537.13,1357.89,1.0,abgeschlossen
CLM-001271,CUST-002,2025-04-08,LKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,1889.47,1455.71,5.0,abgeschlossen
CLM-001272,CUST-027,2025-05-05,PKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",6249.27,5899.93,3.0,abgeschlossen
CLM-001273,CUST-002,2024-08-15,Transporter,Glas,Eigenverschulden,Heckscheibe durch Vandalismus eingeschlagen,767.63,550.01,6.0,abgeschlossen
CLM-001274,CUST-012,2023-08-24,PKW,Elektronik,Teilschuld,Fensterheber klemmt auf Fahrerseite,1367.5,1154.21,3.0,abgeschlossen
CLM-001275,CUST-014,2025-04-09,PKW,Karosserie,Naturereignis,"Beule an der Beifahrertür, Ursache unbekannt",2041.78,1999.73,3.0,abgeschlossen
CLM-001276,CUST-025,2023-02-12,PKW,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,4466.2,4605.28,5.0,abgeschlossen
CLM-001277,CUST-014,2024-10-27,PKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,3226.77,2696.52,8.0,storniert
CLM-001278,CUST-021,2023-12-18,Motorrad,Elektronik,Eigenverschulden,Fensterheber klemmt auf Fahrerseite,1105.18,1403.37,1.0,abgeschlossen
CLM-001279,CUST-008,2025-07-31,PKW,Glas,Teilschuld,Steinschlag in der Windschutzscheibe,600.07,749.15,1.0,abgeschlossen
CLM-001280,CUST-021,2025-01-11,PKW,Glas,Naturereignis,Riss in der Frontscheibe breitet sich aus,767.49,767.75,1.0,abgeschlossen
CLM-001281,CUST-002,2023-06-30,Transporter,Karosserie,Eigenverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,4724.8,5626.22,4.0,abgeschlossen
CLM-001282,CUST-026,2025-06-13,Transporter,Karosserie,Naturereignis,Delle an der Fahrertür nach Parkplatzrempler,2617.55,2465.11,1.0,abgeschlossen
CLM-001283,CUST-012,2023-08-05,Transporter,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,2690.38,2826.77,3.0,abgeschlossen
CLM-001284,CUST-021,2024-05-13,Transporter,Interieur,Eigenverschulden,Armaturenbrett hat Riss durch Sonneneinstrahlung,1603.15,1604.17,4.0,abgeschlossen
CLM-001285,CUST-010,2025-06-11,Transporter,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,2339.24,2914.12,3.0,abgeschlossen
CLM-001286,CUST-013,2025-03-31,PKW,Karosserie,Fremdverschulden,Seitliche Beschädigung nach Auffahrunfall,3347.78,3504.28,3.0,abgeschlossen
CLM-001287,CUST-012,2025-12-09,LKW,Elektronik,Eigenverschulden,Klimaanlage funktioniert nicht mehr,,486.29,1.0,abgeschlossen
CLM-001288,CUST-016,2023-06-11,PKW,Elektronik,Fremdverschulden,Klimaanlage funktioniert nicht mehr,2084.59,2054.94,4.0,abgeschlossen
CLM-001289,CUST-002,2025-03-21,PKW,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,2138.81,2216.94,2.0,abgeschlossen
CLM-001290,CUST-002,2024-09-27,PKW,Interieur,Eigenverschulden,Lenkrad Lederbezug beschädigt,996.12,1164.63,5.0,storniert
CLM-001291,CUST-004,2024-11-26,PKW,Fahrwerk,Eigenverschulden,Federbein gebrochen,2157.59,1915.86,7.0,abgeschlossen
CLM-001292,CUST-002,2024-03-29,LKW,Elektronik,Fremdverschulden,Scheinwerfer fallen sporadisch aus,2816.42,2724.69,3.0,abgeschlossen
CLM-001293,CUST-025,2024-11-13,LKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,3599.92,3342.12,4.0,abgeschlossen
CLM-001294,CUST-003,2023-12-11,PKW,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,1999.17,2024.41,5.0,abgeschlossen
CLM-001295,CUST-029,2023-06-06,PKW,Fahrwerk,Eigenverschulden,Achsvermessung nötig nach Bordsteinberührung,2079.97,2229.67,5.0,abgeschlossen
CLM-001296,CUST-008,2025-11-11,Transporter,Elektronik,Fremdverschulden,Scheinwerfer fallen sporadisch aus,1500.89,1087.46,1.0,storniert
CLM-001297,CUST-002,2023-08-22,LKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,2228.34,2493.67,2.0,abgeschlossen
CLM-001298,CUST-020,2025-12-22,PKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2384.42,2296.3,1.0,storniert
CLM-001299,CUST-013,2025-11-10,PKW,Interieur,Eigenverschulden,Mittelkonsole gebrochen,1681.2,1501.65,2.0,abgeschlossen
CLM-001300,CUST-012,2024-02-02,PKW,Karosserie,Teilschuld,Kratzer an der hinteren Stoßstange,1279.21,1248.39,4.0,abgeschlossen
CLM-001301,CUST-012,2024-12-16,PKW,Motor,Fremdverschulden,Ölverlust unter dem Fahrzeug festgestellt,4134.27,3535.06,3.0,abgeschlossen
CLM-001302,CUST-014,2024-12-20,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2534.39,2721.24,2.0,abgeschlossen
CLM-001303,CUST-003,2023-10-30,Transporter,Motor,Naturereignis,Kühlmittelverlust und Überhitzung,5242.26,5483.65,4.0,abgeschlossen
CLM-001304,CUST-030,2024-04-28,PKW,Glas,Eigenverschulden,Steinschlag in der Windschutzscheibe,2145.99,2035.62,1.0,abgeschlossen
CLM-001305,CUST-029,2023-07-30,Transporter,Fahrwerk,Fremdverschulden,Schleifgeräusche beim Lenken,2375.27,2193.84,4.0,abgeschlossen
CLM-001306,CUST-013,2023-10-27,Transporter,Elektronik,Fremdverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1124.35,1025.7,1.0,storniert
CLM-001307,CUST-003,2024-06-08,LKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,682.17,718.95,1.0,abgeschlossen
CLM-001308,CUST-013,2024-02-09,Motorrad,Motor,Vandalismus,Ölverlust unter dem Fahrzeug festgestellt,15000.0,13388.9,6.0,abgeschlossen
CLM-001309,CUST-002,2023-12-22,PKW,Motor,Eigenverschulden,Kühlmittelverlust und Überhitzung,4276.29,4235.8,,abgeschlossen
CLM-001310,CUST-002,2023-11-10,PKW,Karosserie,Teilschuld,Seitliche Beschädigung nach Auffahrunfall,3372.12,3505.43,4.0,abgeschlossen
CLM-001311,CUST-004,2023-06-04,Transporter,Karosserie,Teilschuld,Heckschaden durch Rückwärtsfahrt gegen Poller,5257.69,3344.11,2.0,storniert
CLM-001312,CUST-012,2023-12-29,Transporter,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,262.75,243.21,1.0,abgeschlossen
CLM-001313,CUST-025,2025-10-08,PKW,Fahrwerk,Vandalismus,Achsvermessung nötig nach Bordsteinberührung,3577.22,2737.12,4.0,storniert
CLM-001314,CUST-015,2025-08-08,Transporter,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,614.98,667.67,1.0,abgeschlossen
CLM-001315,CUST-016,2025-07-08,LKW,Interieur,Eigenverschulden,Mittelkonsole gebrochen,1159.68,970.04,1.0,storniert
CLM-001316,CUST-010,2024-10-23,PKW,Glas,Fremdverschulden,Heckscheibe durch Vandalismus eingeschlagen,529.47,452.45,4.0,abgeschlossen
CLM-001317,CUST-008,2024-10-09,PKW,Elektronik,Teilschuld,Scheinwerfer fallen sporadisch aus,1814.21,1643.77,1.0,abgeschlossen
CLM-001318,CUST-008,2023-11-06,Transporter,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,3541.94,2025.3,3.0,abgeschlossen
CLM-001319,CUST-029,2025-06-19,PKW,Fahrwerk,Teilschuld,Federbein gebrochen,1346.5,1119.07,5.0,abgeschlossen
CLM-001320,CUST-002,2023-05-20,PKW,Glas,Teilschuld,Riss in der Frontscheibe breitet sich aus,762.41,700.88,8.0,abgeschlossen
CLM-001321,CUST-025,2025-08-18,PKW,Karosserie,Fremdverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,4122.93,2973.04,1.0,abgeschlossen
CLM-001322,CUST-012,2025-06-24,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2830.32,3067.36,4.0,storniert
CLM-001323,CUST-010,2024-09-12,PKW,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,4343.62,4029.73,1.0,abgeschlossen
CLM-001324,CUST-015,2024-07-16,Transporter,Glas,Teilschuld,Seitenscheibe hinten rechts gesprungen,,743.51,1.0,abgeschlossen
CLM-001325,CUST-012,2023-04-26,PKW,Elektronik,Eigenverschulden,Scheinwerfer fallen sporadisch aus,519.13,584.91,1.0,abgeschlossen
CLM-001326,CUST-025,2024-12-21,LKW,Interieur,Vandalismus,Lenkrad Lederbezug beschädigt,1023.82,1204.81,1.0,abgeschlossen
CLM-001327,CUST-026,2025-11-05,PKW,Karosserie,Naturereignis,Heckschaden durch Rückwärtsfahrt gegen Poller,1392.28,1500.86,3.0,abgeschlossen
CLM-001328,CUST-010,2023-06-01,Transporter,Fahrwerk,Fremdverschulden,Federbein gebrochen,5261.13,5592.35,1.0,abgeschlossen
CLM-001329,CUST-005,2024-09-27,PKW,Karosserie,Vandalismus,Hagelschaden auf Motorhaube und Dach,3176.99,3181.07,5.0,abgeschlossen
CLM-001330,CUST-012,2025-08-03,PKW,Motor,Teilschuld,Zahnriemen gerissen bei Autobahnfahrt,2401.17,2889.41,6.0,abgeschlossen
CLM-001331,CUST-026,2025-07-14,PKW,Karosserie,Vandalismus,Kratzer an der hinteren Stoßstange,2038.5,2192.76,4.0,abgeschlossen
CLM-001332,CUST-003,2023-03-19,Transporter,Interieur,Naturereignis,Lenkrad Lederbezug beschädigt,469.92,386.78,1.0,abgeschlossen
CLM-001333,CUST-012,2023-04-27,PKW,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,5669.99,5374.61,4.0,storniert
CLM-001334,CUST-012,2025-01-25,PKW,Fahrwerk,Eigenverschulden,Federbein gebrochen,4274.11,4223.96,4.0,storniert
CLM-001335,CUST-016,2024-08-10,PKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,1101.52,1248.91,1.0,abgeschlossen
CLM-001336,CUST-002,2023-06-07,PKW,Elektronik,Vandalismus,Fensterheber klemmt auf Fahrerseite,1278.18,1412.14,1.0,abgeschlossen
CLM-001337,CUST-014,2023-07-04,PKW,Karosserie,Naturereignis,Hagelschaden auf Motorhaube und Dach,2801.76,2153.24,1.0,storniert
CLM-001338,CUST-026,2025-11-04,PKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",3003.54,3993.01,2.0,storniert
CLM-001339,CUST-002,2025-02-26,PKW,Elektronik,Eigenverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",2196.53,2177.58,1.0,storniert
CLM-001340,CUST-003,2025-08-05,PKW,Fahrwerk,Naturereignis,Federbein gebrochen,3538.17,3649.98,6.0,abgeschlossen
CLM-001341,CUST-029,2026-02-09,PKW,Karosserie,Teilschuld,Kratzer an der hinteren Stoßstange,3072.25,2569.19,2.0,abgeschlossen
CLM-001342,CUST-002,2023-03-26,Motorrad,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,3109.83,3592.84,6.0,abgeschlossen
CLM-001343,CUST-024,2025-07-10,LKW,Elektronik,Fremdverschulden,Klimaanlage funktioniert nicht mehr,1130.15,1371.63,4.0,abgeschlossen
CLM-001344,CUST-012,2024-01-21,PKW,Elektronik,Fremdverschulden,Scheinwerfer fallen sporadisch aus,1639.73,1421.37,1.0,abgeschlossen
CLM-001345,CUST-004,2024-10-20,PKW,Motor,Naturereignis,Ungewöhnliche Geräusche aus dem Motorraum,8672.99,8299.89,5.0,abgeschlossen
CLM-001346,CUST-025,2025-09-01,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,1267.01,1211.56,6.0,abgeschlossen
CLM-001347,CUST-010,2025-10-23,Motorrad,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,2685.13,2883.92,7.0,abgeschlossen
CLM-001348,CUST-012,2023-11-05,PKW,Elektronik,Eigenverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1985.42,1391.12,2.0,abgeschlossen
CLM-001349,CUST-008,2023-05-07,PKW,Karosserie,Naturereignis,"Beule an der Beifahrertür, Ursache unbekannt",1579.36,1799.54,4.0,abgeschlossen
CLM-001350,CUST-012,2025-07-11,PKW,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,,2386.34,2.0,abgeschlossen
CLM-001351,CUST-002,2023-07-31,Transporter,Motor,Eigenverschulden,,2670.09,2237.64,6.0,abgeschlossen
CLM-001352,CUST-009,2024-12-04,PKW,Elektronik,Fremdverschulden,Klimaanlage funktioniert nicht mehr,624.68,615.19,1.0,abgeschlossen
CLM-001353,CUST-029,2023-06-22,Transporter,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,2051.2,1753.8,1.0,abgeschlossen
CLM-001354,CUST-004,2025-10-30,PKW,Karosserie,Fremdverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,2674.02,2820.01,1.0,storniert
CLM-001355,CUST-013,2023-12-20,PKW,Karosserie,Teilschuld,Delle an der Fahrertür nach Parkplatzrempler,7879.32,6092.43,5.0,abgeschlossen
CLM-001356,CUST-008,2023-03-22,PKW,Elektronik,Vandalismus,Batterie entlädt sich über Nacht,3065.08,3512.48,1.0,storniert
CLM-001357,CUST-019,2024-05-22,Transporter,Karosserie,Eigenverschulden,Hagelschaden auf Motorhaube und Dach,1874.04,1931.17,3.0,abgeschlossen
CLM-001358,CUST-002,2025-06-15,Transporter,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2200.81,2262.11,1.0,abgeschlossen
CLM-001359,CUST-029,2025-06-18,PKW,Glas,Eigenverschulden,Steinschlag in der Windschutzscheibe,1843.13,2010.56,1.0,abgeschlossen
CLM-001360,CUST-010,2025-12-09,PKW,Motor,Fremdverschulden,Ungewöhnliche Geräusche aus dem Motorraum,6791.7,6353.32,8.0,abgeschlossen
CLM-001361,CUST-003,2025-12-06,PKW,Interieur,Fremdverschulden,Armaturenbrett hat Riss durch Sonneneinstrahlung,488.84,473.55,1.0,abgeschlossen
CLM-001362,CUST-002,2023-11-22,PKW,Elektronik,Eigenverschulden,,3138.32,2419.41,2.0,abgeschlossen
CLM-001363,CUST-002,2025-01-15,LKW,Karosserie,Eigenverschulden,Hagelschaden auf Motorhaube und Dach,1632.48,1663.4,5.0,abgeschlossen
CLM-001364,CUST-012,2025-02-02,PKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,529.71,466.74,2.0,abgeschlossen
CLM-001365,CUST-008,2024-08-02,Transporter,Karosserie,Teilschuld,Delle an der Fahrertür nach Parkplatzrempler,2238.58,1780.02,6.0,abgeschlossen
CLM-001366,CUST-021,2025-03-04,Motorrad,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,,588.7,1.0,abgeschlossen
CLM-001367,CUST-010,2025-04-17,LKW,Glas,Fremdverschulden,Heckscheibe durch Vandalismus eingeschlagen,450.78,342.74,1.0,abgeschlossen
CLM-001368,CUST-004,2024-11-23,PKW,Glas,Eigenverschulden,Steinschlag in der Windschutzscheibe,632.48,701.92,1.0,abgeschlossen
CLM-001369,CUST-012,2023-04-18,PKW,Fahrwerk,Fremdverschulden,Schleifgeräusche beim Lenken,1872.88,1742.36,2.0,abgeschlossen
CLM-001370,CUST-013,2024-11-16,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,2828.72,2088.0,5.0,abgeschlossen
CLM-001371,CUST-002,2023-05-15,Transporter,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,2198.42,2324.86,5.0,abgeschlossen
